SN;T;A;B;Month;Year;Country
R;C;50;5000;11;2020;Germany
R;B;30;5000;11;2020;Germany
R;B;11;822;12;2020;Germany
R;C;50;4000;12;2020;Germany
R;A;586;52746;12;2020;Germany
R;A;565;72746;10;2020;Germany
R;B;8;800;1;2021;Germany
R;C;39;4048;1;2021;Germany
R;A;582;63316;1;2021;Germany
R;B;7;972;2;2021;Germany
R;C;262;4046;2;2021;Germany
R;A;582;65000;2;2021;Germany
R;A;579;73404;2;2021;Germany
R;B;8;1205;3;2021;Germany
R;A;584;81817;3;2021;Germany
R;C;45;5178;3;2021;Germany
R;A;483;58272;5;2020;Germany
R;C;50;5000;5;2020;Germany
R;B;10;1400;5;2020;Germany
R;B;9;890;4;2021;Germany
R;A;578;67110;4;2021;Germany
R;C;36;3558;4;2021;Germany
R;B;10;1119;5;2021;Germany
R;C;39;3941;5;2021;Germany
R;A;584;61101;5;2021;Germany
R;B;10;1200;6;2021;Germany
R;C;147;4163;6;2021;Germany
R;A;584;67000;6;2021;Germany
S;C;68;6330;6;2020;Mexico
S;A;134;29229;6;2020;Mexico
S;A;135;31686;7;2020;Mexico
S;C;24;5544;7;2020;Mexico
S;C;26;5196;8;2020;Mexico
S;A;134;30343;8;2020;Mexico
S;C;32;4844;9;2020;Mexico
S;A;134;27533;9;2020;Mexico
S;A;133;26000;1;2020;Mexico
S;A;133;29000;2;2020;Mexico
S;A;133;29000;3;2020;Mexico
S;A;133;29000;4;2020;Mexico
S;C;50;5918;1;2020;Mexico
S;C;50;5918;2;2020;Mexico
S;C;50;5918;3;2020;Mexico
S;C;50;5918;4;2020;Mexico
S;C;39;6595;10;2020;Mexico
S;A;133;30261;10;2020;Mexico
S;A;132;25811;11;2020;Mexico
S;C;39;6483;11;2020;Mexico
S;A;132;22774;12;2020;Mexico
S;C;48;7714;12;2020;Mexico
S;A;132;23781;1;2021;Mexico
S;C;36;4151;1;2021;Mexico
S;A;130;25447;2;2021;Mexico
S;C;23;3488;2;2021;Mexico
S;A;124;28542;3;2021;Mexico
S;C;52;6297;3;2021;Mexico
S;A;125;24426;4;2021;Mexico
S;C;53;6906;4;2021;Mexico
S;A;133;26542;5;2020;Mexico
S;C;102;7678;5;2020;Mexico
S;A;128;27990;5;2021;Mexico
S;C;39;5375;5;2021;Mexico
S;A;139;30640;6;2021;Mexico
S;C;37;5490;6;2021;Mexico
T;A;24;4224;1;2020;Thailand
T;B;5;880;1;2020;Thailand
T;A;25;3800;2;2020;Thailand
T;B;5;760;2;2020;Thailand
T;A;25;4400;3;2020;Thailand
T;B;5;880;3;2020;Thailand
T;A;25;4400;4;2020;Thailand
T;B;5;880;4;2020;Thailand
T;A;26;3744;5;2020;Thailand
T;B;5;720;5;2020;Thailand
T;A;27;4536;6;2020;Thailand
T;B;5;840;6;2020;Thailand
T;B;6;960;7;2020;Thailand
T;A;25;4000;7;2020;Thailand
T;A;26;4160;8;2020;Thailand
T;B;7;1120;8;2020;Thailand
T;A;26;4160;9;2020;Thailand
T;B;7;1120;9;2020;Thailand
T;B;5;760;2;2020;Thailand
T;C;0;0;2;2020;Thailand
T;A;25;3800;2;2020;Thailand
T;B;5;880;1;2020;Thailand
T;C;0;0;1;2020;Thailand
T;A;24;4224;1;2020;Thailand
T;B;5;880;3;2020;Thailand
T;C;0;0;3;2020;Thailand
T;A;25;4400;3;2020;Thailand
T;B;5;880;4;2020;Thailand
T;C;0;0;4;2020;Thailand
T;A;25;4400;4;2020;Thailand
T;B;5;720;5;2020;Thailand
T;C;0;0;5;2020;Thailand
T;A;26;3744;5;2020;Thailand
T;B;5;840;6;2020;Thailand
T;C;0;0;6;2020;Thailand
T;A;27;4536;6;2020;Thailand
T;B;6;960;7;2020;Thailand
T;C;0;0;7;2020;Thailand
T;A;25;4000;7;2020;Thailand
T;B;7;1120;8;2020;Thailand
T;C;0;0;8;2020;Thailand
T;A;26;4160;8;2020;Thailand
T;B;7;1232;9;2020;Thailand
T;C;0;0;9;2020;Thailand
T;A;26;4576;9;2020;Thailand
T;B;6;1056;10;2020;Thailand
T;C;0;0;10;2020;Thailand
T;A;26;4576;10;2020;Thailand
T;B;7;1176;11;2020;Thailand
T;C;0;0;11;2020;Thailand
T;A;27;4536;11;2020;Thailand
T;B;7;1176;12;2020;Thailand
T;C;0;0;12;2020;Thailand
T;A;27;4536;12;2020;Thailand
T;A;30;4560;1;2021;Thailand
T;B;7;1064;1;2021;Thailand
T;C;0;0;1;2021;Thailand
T;B;9;1440;2;2021;Thailand
T;C;0;0;2;2021;Thailand
T;A;29;4640;2;2021;Thailand
T;B;9;1368;3;2021;Thailand
T;C;0;0;3;2021;Thailand
T;A;29;4408;3;2021;Thailand
T;B;9;1656;4;2021;Thailand
T;C;0;0;4;2021;Thailand
T;A;29;5336;4;2021;Thailand
T;B;7;1008;5;2021;Thailand
T;C;0;0;5;2021;Thailand
T;A;29;4176;5;2021;Thailand
T;B;7;1008;6;2021;Thailand
T;C;0;0;6;2021;Thailand
T;A;29;4176;6;2021;Thailand
U;A;508;78870;6;2020;USA
U;B;10;1400;6;2020;USA
U;C;13;250;6;2020;USA
U;B;32;4768;7;2020;USA
U;C;15;492;7;2020;USA
U;A;511;80604;7;2020;USA
U;B;35;5116;8;2020;USA
U;C;15;271;8;2020;USA
U;A;517;79085;8;2020;USA
U;B;33;5140;9;2020;USA
U;C;10;219;9;2020;USA
U;A;513;79491;9;2020;USA
U;A;500;77000;1;2020;USA
U;A;500;77000;2;2020;USA
U;A;457;79900;3;2020;USA
U;A;504;77572;4;2020;USA
U;B;29;4410;1;2020;USA
U;C;17;555;1;2020;USA
U;B;29;4410;2;2020;USA
U;C;17;555;2;2020;USA
U;B;24;3840;3;2020;USA
U;C;20;710;3;2020;USA
U;B;33;4980;4;2020;USA
U;C;13;400;4;2020;USA
U;B;35;4000;10;2020;USA
U;C;10;283;10;2020;USA
U;A;514;78030;10;2020;USA
U;B;34;4972;11;2020;USA
U;C;10;208;11;2020;USA
U;A;517;77858;11;2020;USA
U;A;517;84828;12;2020;USA
U;B;35;1849;12;2020;USA
U;C;9;188;12;2020;USA
U;B;36;5356;1;2021;USA
U;C;12;239;1;2021;USA
U;A;514;80024;1;2021;USA
U;C;10;1400;5;2020;USA
U;B;19;2728;5;2020;USA
U;A;511;79053;2;2021;USA
U;B;34;4924;2;2021;USA
U;C;13;329;2;2021;USA
U;A;511;77634;5;2020;USA
U;C;10;296;3;2021;USA
U;B;30;4956;3;2021;USA
U;A;513;82740,25;3;2021;USA
U;C;8;219;4;2021;USA
U;B;29;4468;4;2021;USA
U;C;10;206;5;2021;USA
U;B;29;4340;5;2021;USA
U;A;552;84630,5;5;2021;USA
U;A;514;80972,75;4;2021;USA
U;B;30;4796;6;2021;USA
U;C;9;213;6;2021;USA
U;A;552;85491,5;6;2021;USA
V;A;58;8607;6;2020;Canada
V;B;0;0;6;2020;Canada
V;C;0;0;6;2020;Canada
V;A;58;8839;7;2020;Canada
V;B;0;0;7;2020;Canada
V;C;0;0;7;2020;Canada
V;A;57;8607;8;2020;Canada
V;B;0;0;8;2020;Canada
V;C;0;0;8;2020;Canada
V;C;3;25;3;2020;Canada
V;A;3;528;3;2020;Canada
V;B;0;0;9;2020;Canada
V;C;3;25;9;2020;Canada
V;A;30;4584;9;2020;Canada
V;B;0;0;3;2020;Canada
V;A;56;8000;1;2020;Canada
V;A;56;8000;2;2020;Canada
V;B;0;0;4;2020;Canada
V;C;3;25;4;2020;Canada
V;A;55;6642;4;2020;Canada
V;B;0;0;10;2020;Canada
V;C;3;25;10;2020;Canada
V;A;57;6303;10;2020;Canada
V;B;0;0;11;2020;Canada
V;C;3;25;11;2020;Canada
V;A;57;8827;11;2020;Canada
V;A;57;9235;12;2020;Canada
V;B;0;0;12;2020;Canada
V;C;3;25;12;2020;Canada
V;B;0;0;1;2021;Canada
V;C;3;25;1;2021;Canada
V;A;57;8768;1;2021;Canada
V;B;0;0;2;2021;Canada
V;C;3;25;2;2021;Canada
V;A;57;8792;2;2021;Canada
V;C;1;25;5;2020;Canada
V;B;0;0;5;2020;Canada
V;A;56;8483;5;2020;Canada
V;B;0;0;3;2021;Canada
V;C;3;25;3;2021;Canada
V;A;57;8766;3;2021;Canada
V;B;0;0;4;2021;Canada
V;C;3;25;4;2021;Canada
V;A;59;9040;4;2021;Canada
V;B;0;0;5;2021;Canada
V;C;3;25;5;2021;Canada
V;A;56;8984;5;2021;Canada
V;A;57;8736;6;2021;Canada
V;C;3;25;6;2021;Canada
V;B;0;0;6;2021;Canada
W;C;21;789,63;6;2020;USA
W;B;1;176;6;2020;USA
W;A;115;17572;6;2020;USA
W;B;1;168;7;2020;USA
W;C;29;1170,95;7;2020;USA
W;A;113;17630;7;2020;USA
W;C;29;679,7;8;2020;USA
W;B;1;168;8;2020;USA
W;A;112;18676;8;2020;USA
W;B;1;168;9;2020;USA
W;C;68;2597,44;9;2020;USA
W;A;19;2660;9;2020;USA
W;A;121;20251;1;2020;USA
W;B;0;0;1;2020;USA
W;C;50;832;1;2020;USA
W;A;121;20251;2;2020;USA
W;B;0;0;2;2020;USA
W;C;50;832;2;2020;USA
W;A;121;20397;3;2020;USA
W;C;60;1048;3;2020;USA
W;B;0;0;3;2020;USA
W;A;120;20105;4;2020;USA
W;B;0;0;4;2020;USA
W;C;40;616;4;2020;USA
W;B;1;176;10;2020;USA
W;C;46;1730,11;10;2020;USA
W;A;103;16815,75;10;2020;USA
W;C;42;1011,44;11;2020;USA
W;B;1;168;11;2020;USA
W;A;100;13128;11;2020;USA
W;C;49;1195,45;12;2020;USA
W;B;1;204;12;2020;USA
W;A;101;15070;12;2020;USA
W;B;4;433;1;2021;USA
W;C;27;671,79;1;2021;USA
W;A;101;17043,75;1;2021;USA
W;B;1;147,9;5;2020;USA
W;C;8;233,6;5;2020;USA
W;A;113;19052,5;5;2020;USA
W;C;43;1478,72;2;2021;USA
W;B;10;1015,75;2;2021;USA
W;A;104;16034;2;2021;USA
W;C;40;660,62;3;2021;USA
W;B;15;1460,25;2;2021;USA
W;A;104;16034;3;2021;USA
W;B;10;1015,75;3;2021;USA
W;C;28;421,56;4;2021;USA
W;B;11;1281;4;2021;USA
W;A;104;15239,63;4;2021;USA
W;C;20;124,46;5;2021;USA
W;A;96;13367;5;2021;USA
W;B;7;1114;5;2021;USA
W;C;15;176,34;6;2021;USA
W;B;5;625,5;6;2021;USA
W;A;96;15720,21;6;2021;USA
X;C;38;278;6;2020;USA
X;A;35;4365;6;2020;USA
X;B;0;0;6;2020;USA
X;C;18;78;7;2020;USA
X;A;35;4726;7;2020;USA
X;B;0;0;7;2020;USA
X;B;0;0;8;2020;USA
X;C;5;28;8;2020;USA
X;A;36;4036;8;2020;USA
X;B;0;0;3;2020;USA
X;C;41;232;3;2020;USA
X;A;33;5358;3;2020;USA
X;C;20;137;9;2020;USA
X;A;36;4326;9;2020;USA
X;B;0;0;9;2020;USA
X;A;35;5000;1;2020;USA
X;A;35;5000;2;2020;USA
X;C;23;140;1;2020;USA
X;B;0;0;1;2020;USA
X;C;23;140;2;2020;USA
X;B;0;0;2;2020;USA
X;B;0;0;4;2020;USA
X;C;5;14;4;2020;USA
X;A;35;5404;4;2020;USA
X;C;47;358;10;2020;USA
X;A;35;5259;10;2020;USA
X;B;0;0;10;2020;USA
X;B;0;0;11;2020;USA
X;C;47;358;11;2020;USA
X;A;35;4332,5;11;2020;USA
X;B;0;0;12;2020;USA
X;C;40;305;12;2020;USA
X;A;35;4332;12;2020;USA
X;A;35;4332,5;12;2020;USA
X;C;20;97;1;2021;USA
X;A;33;4506;1;2021;USA
X;B;0;0;1;2021;USA
X;B;0;0;5;2020;USA
X;C;32;214;5;2020;USA
X;A;35;4669;5;2020;USA
X;C;15;59;2;2021;USA
X;A;33;4334;2;2021;USA
X;B;0;0;2;2021;USA
X;B;0;0;3;2021;USA
X;C;19;105;3;2021;USA
X;A;33;5728;3;2021;USA
X;C;27;107;4;2021;USA
X;A;33;4895;4;2021;USA
X;B;0;0;4;2021;USA
X;C;25;97;5;2021;USA
X;A;31;4661;5;2021;USA
X;B;0;0;5;2021;USA
X;B;0;0;6;2021;USA
X;C;50;350;6;2021;USA
X;A;33;4983;6;2021;USA
Y;A;58;10054;1;2020;Malaysia
Y;B;27;72285;1;2020;Malaysia
Y;C;26;114;1;2020;Malaysia
Y;A;58;9061;2;2020;Malaysia
Y;C;22;134;2;2020;Malaysia
Y;B;28;7606;2;2020;Malaysia
Y;A;61;10633;3;2020;Malaysia
Y;A;67;11402;4;2020;Malaysia
Y;A;72;11234;5;2020;Malaysia
Y;A;71;12230;6;2020;Malaysia
Y;A;73;13453;7;2020;Malaysia
Y;A;73;13543;8;2020;Malaysia
Y;A;73;13314;9;2020;Malaysia
Y;B;33;8871;9;2020;Malaysia
Y;C;85;765;9;2020;Malaysia
Y;B;39;9839;8;2020;Malaysia
Y;C;40;342;8;2020;Malaysia
Y;B;38;10790;7;2020;Malaysia
Y;C;60;721;7;2020;Malaysia
Y;B;28;9108;6;2020;Malaysia
Y;C;79;723;6;2020;Malaysia
Y;B;27;4625;5;2020;Malaysia
Y;C;32;148;5;2020;Malaysia
Y;B;26;1421;4;2020;Malaysia
Y;C;4;21;4;2020;Malaysia
Y;B;26;5181;3;2020;Malaysia
Y;C;34;196;3;2020;Malaysia
Y;B;33;9457;10;2020;Malaysia
Y;C;16;1580;10;2020;Malaysia
Y;A;73;13621;10;2020;Malaysia
Y;A;74;13464;11;2020;Malaysia
Y;B;31;8841;11;2020;Malaysia
Y;C;25;320;11;2020;Malaysia
Y;B;31;8841;12;2020;Malaysia
Y;C;25;320;12;2020;Malaysia
Y;A;74;13464;12;2020;Malaysia
Y;B;27;8379;1;2021;Malaysia
Y;C;126;1827;1;2021;Malaysia
Y;A;74;12535,64;1;2021;Malaysia
Y;B;31;8839;3;2021;Malaysia
Y;C;14;1233;3;2021;Malaysia
Y;A;77;12778;3;2021;Malaysia
Y;B;31;8839;2;2021;Malaysia
Y;C;14;1233;2;2021;Malaysia
Y;A;77;12778;2;2021;Malaysia
Y;B;34;10775;4;2021;Malaysia
Y;C;22;1316;4;2021;Malaysia
Y;A;79;15575,35;4;2021;Malaysia
Y;B;35;9480,2;5;2021;Malaysia
Y;C;25;792;5;2021;Malaysia
Y;A;80;14529,5;5;2021;Malaysia
Y;B;34;8564;6;2021;Malaysia
Y;C;15;420;6;2021;Malaysia
Y;A;76;11832;6;2021;Malaysia
Z;B;0;0;6;2020;Spain
Z;C;0;0;6;2020;Spain
Z;A;24;4039;6;2020;Spain
Z;B;2;343;6;2020;Spain
Z;C;8;108;6;2020;Spain
Z;B;3;615;7;2020;Spain
Z;C;14;121;7;2020;Spain
Z;A;25;4702;7;2020;Spain
Z;C;12;121;8;2020;Spain
Z;B;5;848;8;2020;Spain
Z;A;25;4372;8;2020;Spain
Z;B;5;816;9;2020;Spain
Z;C;14;145;9;2020;Spain
Z;A;26;4706;9;2020;Spain
Z;A;26;4700;1;2020;Spain
Z;A;26;4700;2;2020;Spain
Z;A;26;4700;3;2020;Spain
Z;A;26;4700;4;2020;Spain
Z;B;4;681;10;2020;Spain
Z;C;15;172;10;2020;Spain
Z;A;26;4329;10;2020;Spain
Z;B;3;470;11;2020;Spain
Z;C;21;181;11;2020;Spain
Z;A;25;4388;11;2020;Spain
Z;B;3;432;12;2020;Spain
Z;C;13;81;12;2020;Spain
Z;A;26;4052;12;2020;Spain
Z;B;3;432;12;2020;Spain
Z;B;3;413;1;2021;Spain
Z;C;16;127;1;2021;Spain
Z;A;26;3941;1;2021;Spain
Z;A;25;4002;5;2020;Spain
Z;B;0;0;5;2020;Spain
Z;C;6;37;5;2020;Spain
Z;B;14;65;2;2021;Spain
Z;C;3;386;2;2021;Spain
Z;A;26;4138;2;2021;Spain
Z;B;2;437;3;2021;Spain
Z;C;15;131;3;2021;Spain
Z;A;25;4686;3;2021;Spain
Z;B;3;501;4;2021;Spain
Z;C;16;68;4;2021;Spain
Z;A;24;3906;4;2021;Spain
Z;B;3;506;5;2021;Spain
Z;C;15;159;5;2021;Spain
Z;A;24;3851;5;2021;Spain
;C;1;16;9;2020;
;B;13;1772;10;2020;
;A;183;29288;10;2020;
;B;5;736;10;2020;
;A;5;909;10;2020;
;C;19;156;10;2020;
;B;6;805;10;2020;
;B;5;680;10;2020;
;B;5;338;10;2020;
;B;3;594;10;2020;
;C;30;5695;10;2020;
;A;17;2856;12;2020;
;A;10;1576;12;2020;
;C;0;0;12;2020;
;A;15;2032;12;2020;
;A;16;2533;4;2020;
